identifier;type;title;author;author_gender;source;source_number;source_place;source_date;publication_date;publication_place;pages;literary epoch;decade
polona0000031901_0;book;Jan Kochanowski w świetle własnych utworów : wizerunek literacki;Chlebowski Bronisław;mężczyzna;;;;;1884;;;Pozytywizm;1880
polona54666298;book;Jędrzej Śniadecki : jego życie i dzieła;Brzozowski, Stanisław (1878-1911);mężczyzna;;;;;1903;;;Młoda Polska;1900
polona15236548;book;Józef Kremer jako pisarz, filozof i estetyk : szkic krytyczny;Brzozowski, Stanisław (1878-1911);mężczyzna;;;;;1902;;;Młoda Polska;1900
polona12295357;book;Józefa Kremera poglądy na sztukę i jej historję;Brzozowski, Stanisław (1878-1911);mężczyzna;;;;;1903;;;Młoda Polska;1900
polona0000002001_0;book;Juliana Klaczki Pisma polskie;Julian Klaczko;mężczyzna;;;;;1902;;;Młoda Polska;1900
polona0000002003_0;book;Juliana Klaczki zapomniane pisma polskie (1850-1866);Julian Klaczko;mężczyzna;;;;;1912;;;Młoda Polska;1910
polona0000006600_15;book;Juliusz Słowacki : jego życie i dzieła w stosunku do współczesnej epoki. T. 1;Antoni Małecki;mężczyzna;;;;;1901;;;Młoda Polska;1900
polona0000009502_2;book;Juljusz Słowacki śród Francuzów : szkic literacki;Lorentowicz Jan;mężczyzna;;;;;1927;;;Dwudziestolecie międzywojenne;1920
polona93047220;book;"Komedye Aleksandra hr. Fredry ; O pośmiertnych komedyach Fredry";Tarnowski, Stanisław (1837-1917);mężczyzna;;;;;1896;Kraków;;Młoda Polska;1890
polona32960032;book;Komedye Aleksandra hr. Fredry : 3 odczyty publiczne Stanisława Tarnowskiego w Wielkiej Sali Ratuszowej w Warszawie 1876 r.;Tarnowski, Stanisław (1837-1917);mężczyzna;;;;;1876;Warszawa;;Pozytywizm;1870
polona27369837;book;Krytyczno-porównawczy przegląd dziejów piśmiennictwa polskiego. T. 1, Literatura staropolska;Chmielowski, Piotr (1848-1904);mężczyzna;;;;;1905;Warszawa;;Młoda Polska;1900
polona12301740;book;Krytyczno-porównawczy przegląd dziejów piśmiennictwa polskiego. T. 2, Literatura polska nowożytna;Chmielowski, Piotr (1848-1904);mężczyzna;;;;;1905;Warszawa;;Młoda Polska;1900
polona50863223;book;Legenda Młodej Polski : studja o strukturze duszy kulturalnej;Brzozowski, Stanisław (1878-1911);mężczyzna;;;;;1910;Lwów, Warszawa;;Młoda Polska;1910
polona66875656;book;Liryka najnowsza;Chmielowski, Piotr (1848-1904);mężczyzna;;;;;1883;Warszawa;;Pozytywizm;1880
polona53792404;book;Literatura i krytyka : pisma M. Gr. Cz. 1.;Grabowski, Michał (1804-1863);mężczyzna;;;;;1837;Wilno;;Romantyzm;1830
polona65009907;book;Literatura i krytyka : pisma M. Gr. Cz. 2.;Grabowski, Michał (1804-1863);mężczyzna;;;;;1837;;;Romantyzm;1830
polona0000000100_1;book;Literatura i krytyka : pisma M. Gr. T. 2.;Grabowski Michał;mężczyzna;;;;;1840;;;Romantyzm;1840
polona21137781;book;"Metamorfozy ""Legendy"" i w ""Legendzie"" Wyspiańskiego";Ortwin, Ostap (1876-1942);mężczyzna;;;;;1937;;;Dwudziestolecie międzywojenne;1930
polona0000003800_1;book;Mickiewicz w Wilnie i Kownie : życie i poezya. T. 3;Tretiak Józef;mężczyzna;;;;;1884;;;Pozytywizm;1880
polona0000009501_0;book;"Młoda Polska. 1, Porozumienie z czytelnikiem ; Młoda Polska i t. z. ""Modernizm ; Krystalizacye programów ; Miriam i ""Chimera"" ; Antoni Lange ; Jan Kasprowicz";Lorentowicz Jan;mężczyzna;;;;;1908;;;Młoda Polska;1900
polona69569833;chapter;Młode siły : z różnych sfer : nowelle i obrazki Elizy Orzeszkowej;Chmielowski, Piotr (1848-1904);mężczyzna;;;;;1880;Warszawa;;Pozytywizm;1880
polona0000004214_37;chapter;Najnowsza praca o Mickiewiczu;Chmielowski Piotr;mężczyzna;;;;;[1898];;;Młoda Polska;1890
polona32846215;book;Najnowsze prądy w poezyi naszej;Chmielowski, Piotr (1848-1904);mężczyzna;;;;;1901;Lwów, Warszwa;;Młoda Polska;1900
polona0000004202_1;book;Nasi powieściopisarze w oświetleniu Piotra Chmielowskiego;Prokesch Władysław;mężczyzna;;;;;1886;;;Pozytywizm;1880
polona46584192;book;Nasza literatura dramatyczna : szkice. T. 2;Chmielowski, Piotr (1848-1904);mężczyzna;;;;;1898;Petersburg;;Młoda Polska;1890
polona35326774;book;Notatki i uwagi pisane w latach 1900-1906. Cz. 1;Lack, Stanisław (1876-1909);mężczyzna;;;;;1906;Kraków;;Młoda Polska;1900
polona77245559;chapter;"Nowe studyum nad ""Panem Tadeuszem""";Chmielowski, Piotr (1848-1904);mężczyzna;;;;;1894;Warszawa;;Młoda Polska;1890
polona48199716;book;O klasyczności i romantyczności tudzież uwagi nad duchem poezyi polskiej;Brodziński, Kazimierz (1791-1835);mężczyzna;;;;;1893;Złoczów;;Młoda Polska;1890
polona0000047800_0;article;O krytyce literackiej;Łempicki Zygmunt;mężczyzna;;;;;1924;;;Dwudziestolecie międzywojenne;1920
polona0000032600_1;book;O literaturze politycznej sejmu czteroletniego (1788-1792);Pilat Roman;mężczyzna;;;;;1872;;;Pozytywizm;1870
polona46304696;book;O niewydanych poezyjach Franciszka Wężyka;Tarnowski, Stanisław (1837-1917);mężczyzna;;;;;1875;Kraków;;Pozytywizm;1870
polona55014108;book;O stanie obecnym historyi literatury polskiej i jej potrzebach : referat na zjazd im. Kochanowskiego;Tarnowski, Stanisław (1837-1917);mężczyzna;;;;;1884;Kraków;;Pozytywizm;1880
polona63149267;book;O Stefanie Żeromskim : (studyum);Brzozowski, Stanisław (1878-1911);mężczyzna;;;;;1905;;;Młoda Polska;1900
polona0000033300_0;article;"O tragicznej decyzji krakowskiego Konrada Korzeniowskiego : (parę myśli i uwag w związku z książką profesora Ujejskiego ""O Konradzie Korzeniowskim"")";Blüth Rafał Marceli;mężczyzna;;;;;[1936];;;Dwudziestolecie międzywojenne;1930
polona19818483;article;"Objaśnienie z powodu poezyi Mickiewicza ""Gdybym się zmienił w wstęgę złocistą""";Chmielowski, Piotr (1848-1904);mężczyzna;;;;;1879;Warszawa;;Pozytywizm;1870
polona29746879;book;Od formizmu do moralizmu : szkice literackie;Troczyński, Konstanty (1906-1942);mężczyzna;;;;;1935;Poznań;;Dwudziestolecie międzywojenne;1930
polona0000017600_0;book;Pamiętnik Wincentego Pola do literatury polskiéj XIX wieku : w dwudziestu prelekcyach mianych w radnej sali miasta Lwowa;Wincenty Pol;mężczyzna;;;;;1866;;;Pozytywizm;1860
polona17343285;article;Pierwszy bilans Przybyszewskiego i jego autorehabilitacja;Irzykowski, Karol (1873-1944);mężczyzna;;;;;1926;Warszawa;;Dwudziestolecie międzywojenne;1920
polona0000004102_5;book;Pisma Bronisława Chlebowskiego. T. 2, Studya nad literaturą polską wieku XVI (Rej-Kochanowski).;Chlebowski Bronisław;mężczyzna;;;;;1912;;;Młoda Polska;1910
polona0000004102_2;book;Pisma Bronisława Chlebowskiego. T. 3, Studya nad literaturą polską wieku XVII (Piotr Kochanowski-Twardowski-Potocki-Maszkiewicz-Pasek).;Chlebowski Bronisław;mężczyzna;;;;;1912;;;Młoda Polska;1910
polona0000003100_7;book;Pisma rozmaite. T. 1;Brodziński Kazimierz;mężczyzna;;;;;1830;;;Romantyzm;1830
polona0000000604_0;book;Piśmiennictwo polskie w zarysie;Dembowski Edward;mężczyzna;;;;;1845;;;Romantyzm;1840
polona0000004801_0;book;Poeta jako człowiek pierwotny;Świętochowski Aleksander;mężczyzna;;;;;1896;;;Młoda Polska;1890
polona21275855;book;Poezya polska i poeta bezimienny w XIX wieku;Klaczko, Julian (1825-1906);mężczyzna;;;;;1882;;;Pozytywizm;1880
polona0000003400_10;book;Portrety literackie. 1, Obóz klasyków;Siemieński Lucjan;mężczyzna;;;;;[1912];;;Młoda Polska;1910
polona0000003400_3;book;Portrety literackie. 2, Kajetan Węgierski;Siemieński Lucjan;mężczyzna;;;;;[post 1923];;;Dwudziestolecie międzywojenne;1920
polona0000003400_1;book;Portrety literackie. 3, Kajetan Koźmian;Siemieński Lucjan;mężczyzna;;;;;[1929];;;Dwudziestolecie międzywojenne;1920
polona43244500;chapter;Powieść Henryka Sienkiewicza : (Ogniem i mieczem : powieść z lat dawnych 3 tomy Warszawa 1884);Chmielowski, Piotr (1848-1904);mężczyzna;;;;;1884;Warszawa;;Pozytywizm;1880
polona0000061000_0;book;Pół wieku literatury polskiej. T. 1, (1875-1905);Kamieński Henryk;mężczyzna;;;;;1931;;;Dwudziestolecie międzywojenne;1930
polona0000011502_0;book;Prawo sądu;Baczyński Stanisław;mężczyzna;;;;;1930;;;Dwudziestolecie międzywojenne;1930
polona67033726;book;Prosto z mostu;Piasecki, Stanisław (1900-1941);mężczyzna;;;;;1933;Warszawa;;Dwudziestolecie międzywojenne;1930
polona0000022300_0;book;Renesans i humanizm w Polsce;Łempicki Stanisław;mężczyzna;;;;;1938;;;Dwudziestolecie międzywojenne;1930
polona54077009;book;Romans polski w początku XIX-go wieku : prelekcya dra St. Tarnowskiego z dnia 10 i 17 grudnia 1870 r. na korzyść Towarzystwa Bratniej Pomocy Uczniów Uniw. Jagiell.;Tarnowski, Stanisław (1837-1917);mężczyzna;;;;;1871;Kraków;;Pozytywizm;1870
polona0000000002_1;book;Rozbiory i krytyki. T. 3;Tyszyński Aleksander;mężczyzna;;;;;1854;;;Romantyzm;1850
polona0000032007_8;book;Rozprawa Mickiewicza o Jakóbie Boehmem;Mickiewicz Adam;mężczyzna;;;;;1898;;;Młoda Polska;1890
polona11874663;book;Rozprawa o elegii;Brodziński, Kazimierz (1791-1835);mężczyzna;;;;;1822;Warszawa;;Romantyzm;1820
polona0000006500_1;book;Rys dziejów literatury polskiej. T. 2;Zdanowicz, Aleksander;mężczyzna;;;;;1875;;;Pozytywizm;1870
polona0000020601_0;book;Schiller w Polsce : (z powodu książki dr M. Szyjkowskiego);Gubrynowicz Bronisław;mężczyzna;;;;;1916;;;Młoda Polska;1910
polona40805628;book;Słowacki i nowa sztuka (modernizm) : twórczość Słowackiego w świetle poglądów estetyki nowoczesnej : studyum krytyczno-porównawcze;Matuszewski, Ignacy (1858-1919);mężczyzna;;;;;1902;Warszawa;;Młoda Polska;1900
polona36467123;book;Stan i charakter literatury politycznej polskiej w wieku XVII;Tarnowski, Stanisław (1837-1917);mężczyzna;;;;;1891;;;Młoda Polska;1890
polona71028183;book;Stan. Wyspiański : (wyd. pośmiertne);Brzozowski, Stanisław (1878-1911);mężczyzna;;;;;1912;;;Młoda Polska;1910
polona60930099;book;Stanisław Wyspiański jako poeta : szkic krytyczny;Brzozowski, Stanisław (1878-1911);mężczyzna;;;;;1903;Warszawa;;Młoda Polska;1900
polona84942474;book;Studia do historyi literatury polskiej : pisarze polityczni 16 wieku. T. 2;Tarnowski, Stanisław (1837-1917);mężczyzna;;;;;1886;;;Pozytywizm;1880
polona99392530;book;Studia do historyi literatury polskiej : wiek XIX : Henryk Sienkiewicz. T. 5;Tarnowski, Stanisław (1837-1917);mężczyzna;;;;;1897;Kraków;;Młoda Polska;1890
polona59797199;book;Studia do historyi literatury polskiej : wiek XIX : rozprawy i sprawozdania. T. 3;Tarnowski, Stanisław (1837-1917);mężczyzna;;;;;1897;Kraków;;Młoda Polska;1890
polona0000004214_39;book;Studya i szkice z dziejów literatury polskiéj : pogląd na poezyę polską w pierwszej połowie XIX stulecia, Kazimierz Brodziński, Ballady Tomasza Zana, Juliusz Słowacki towiańczykiem, Korespondencya Zygmunta Krasińskiego, Józef Bohdan Zaleski.;Chmielowski, Piotr;mężczyzna;;;;;1889;;;Pozytywizm;1880
polona63171480;book;Studya o Wyspiańskim : Wyspiański i Hamlet, metafizyka Wyspiańskiego;Matuszewski, Ignacy (1858-1919);mężczyzna;;;;;1916;Warszawa;;Młoda Polska;1910
polona0000011503_0;book;Syty Paraklet i głodny Prometeusz : (najmłodsza poezja polska);Baczyński Stanisław;mężczyzna;;;;;[1924];;;Dwudziestolecie międzywojenne;1920
polona57455312;book;Teodor Dostojewski : z mroków duszy rosyjskiej;Brzozowski, Stanisław (1878-1911);mężczyzna;;;;;1906;Lwów;;Młoda Polska;1900
polona46223435;book;Towiański i Mickiewicz : (współudział Adama Mickiewicza w sprawie Andrzeja Towiańskiego : listy i przemówienia 2 tomy 1877);Chmielowski, Piotr (1848-1904);mężczyzna;;;;;1879;Warszawa;;Pozytywizm;1870
polona0000057901_0;article;Trzy dziedziny badań nad wierszem : (referat);Siedlecki Franciszek;mężczyzna;;;;;[1938];;;Dwudziestolecie międzywojenne;1930
polona96617568;book;Twórczość i twórcy : studya i szkice estetyczno-literackie;Matuszewski, Ignacy (1858-1919);mężczyzna;;;;;1904;Warszawa, Kraków;;Młoda Polska;1900
polona0000007100_3;book;U kolebki wieszcza : żywot Adama Mickiewicza;Bełza Władysław;mężczyzna;;;;;1898;;;Młoda Polska;1890
polona44289126;book;Uwagi nad poezyą i wymową pod względem ich podobieństwa i różnicy z ćwiczeniami w niektórych gatunkach stylu.;Borowski, Leon (1784-1846);mężczyzna;;;;;1820;Wilno;;Romantyzm;1820
polona43690133;book;"Weyssenhoff i ""Laury"" Wyspiańskiego : (szkic polemiczny z powodu feljetonów krytycznych o Wyspiańskim)";Matuszewski, Ignacy (1858-1919);mężczyzna;;;;;1910;Warszawa;;Młoda Polska;1910
polona0000029900_5;book;Wiadomości historyczno-krytyczne do dziejów literatury polskiéy, o pisarzach polskich, także postronnych [...]. T. 3, cz. 2;Ossoliński Józef Maksymilian;mężczyzna;;;;;1822;;;Romantyzm;1820
polona0000029900_7;book;Wiadomości historyczno-krytyczne do dziejów literatury polskiéy, o pisarzach polskich, także postronnych [...]. T. 4;Ossoliński Józef Maksymilian;mężczyzna;;;;;1852;;;Romantyzm;1850
polona0000031100_0;book;Wiadomość o życiu i pismach Jana Kochanowskiego;Przyborowski Józef;mężczyzna;;;;;1857;;;Romantyzm;1850
polona0000034401_0;article;Wilhelm Dilthey;Łempicki Zygmunt;mężczyzna;;;;;1914;;;Młoda Polska;1910
polona0000028500_1;book;Wizerunki polityczne literatury polskiej. T. 1;Leon Józef Zienkowicz;mężczyzna;;;;;1912;;;Młoda Polska;1910
polona0000000003_0;book;Wizerunki polskie : zbiór szkiców literackich;Aleksander Tyszyński;mężczyzna;;;;;1875;;;Pozytywizm;1870
polona0000009204_0;book;Współczesna krytyka literacka w Polsce;Brzozowski Stanisław;mężczyzna;;;;;[1907];;;Młoda Polska;1900
polona10922225;book;Współczesna powieść polska;Brzozowski, Stanisław (1878-1911);mężczyzna;;;;;1906;Stanisławów, Warszawa;;Młoda Polska;1900
polona0000008701_1_331-369;;Mikołaj Lenau.;Zdziechowski Marian;mężczyzna;Byron i jego wiek : studya porównawczo-literackie. T. 1, Europa Zachodnia;;;;1894;;;Młoda Polska;1890
polona23382461;chapter;Wyspiański i Hamlet;Matuszewski, Ignacy (1858-1919);mężczyzna;;;;;1915;;;Młoda Polska;1910
polona0000008701_1_43-172;chapter;Byron;Zdziechowski Marian;mężczyzna;Byron i jego wiek : studya porównawczo-literackie. T. 1, Europa Zachodnia;;;;1894;;;Młoda Polska;1890
polona0000034402_0;article;Zagadnienie stylu;Łempicki Zygmunt;mężczyzna;;;;;1937;;;Dwudziestolecie międzywojenne;1930
polona28956842;book;Zapomniany polski modernista;Napierski, Stefan (1899-1940);mężczyzna;;;;;1935;Warszawa;;Dwudziestolecie międzywojenne;1930
polona0000003706_15;book;Zygmunt Krasiński. T. 1;Tarnowski Stanisław;mężczyzna;;;;;1912;;;Młoda Polska;1910
polona64629513;book;Życiorysy niektórych poetów i uczonych;Brodziński, Kazimierz (1791-1835);mężczyzna;;;;;1856;Sanok;;Romantyzm;1850
polona0000007100_1;book;Żywot Adama Mickiewicza : podług zebranych przez siebie materyałów oraz z własnych wspomnień. T. 1;Mickiewicz Władysław;mężczyzna;;;;;1890;;;Pozytywizm;1890
polona0000007100_2;book;Żywot Adama Mickiewicza : podług zebranych przez siebie materyałów oraz z własnych wspomnień. T. 2;Mickiewicz Władysław;mężczyzna;;;;;1892;;;Młoda Polska;1890
polona0000007100_6;book;Żywot Adama Mickiewicza : podług zebranych przez siebie materyałów oraz z własnych wspomnień. T. 3;Mickiewicz Władysław;mężczyzna;;;;;1894;;;Młoda Polska;1890
polona0000008800_0_15-61;chapter;Przegląd figur demonicznych w piśmiennictwach ludów wyznających politeizm.;Matuszewski Ignacy;mężczyzna;Dyabeł w poezyi : historya i pschologia postaci uosabiających zło w literaturze pięknej wszystkich narodów i wieków : studyum literacko-porównawcze;;;;1899;;;Młoda Polska;1890
Prace_Polonistyczne_Studies_in_Polish_Literature-r1979-t35-s221-237;article;Józef Czechowicz jako tłumacz Błoka;Halina Tumolska;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 35;;1979;;;s. 221-237;1945-1989;1970
Prace_Polonistyczne_Studies_in_Polish_Literature-r1989-t45-s245-260;article;Norwidowska koncepcja tragizmu;Małgorzata Sugiera;kobieta;Prace Polonistyczne Studies in Polish Literature;t. 45;;1989;;;s. 245-260;1945-1989;1980
Teksty_teoria_literatury_krytyka_interpretacja-r1972-t-n2-s9-18;article;Hermeneutyka;Maria Janion;kobieta;Teksty teoria literatury krytyka interpretacja;nr 2;;1972;;;s. 9-18;1945-1989;1970
Teksty_teoria_literatury_krytyka_interpretacja-r1972-t-n1-s9-26;article;Koncert poetycki;Edward Balcerzan;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 1;;1972;;;s. 9-26;1945-1989;1970
Teksty_teoria_literatury_krytyka_interpretacja-r1972-t-n1-s27-35;article;O sztukach fabularnych;Jerzy Ziomek;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 1;;1972;;;s. 27-35;1945-1989;1970
Teksty_teoria_literatury_krytyka_interpretacja-r1973-t-n2_(8)-s64-79;article;Somnambule : (o młodopolskiej konwencji onirycznej);Maria Podraza-Kwiatkowska;kobieta;Teksty teoria literatury krytyka interpretacja;nr 2 (8);;1973;;;s. 64-79;1945-1989;1970
Teksty_teoria_literatury_krytyka_interpretacja-r1973-t-n5_(11)-s22-44;article;Tzvetana Todorova fantastyczna teoria literatury;Stanisław Lem;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 5 (11);;1973;;;s. 22-44;1945-1989;1970
Teksty_teoria_literatury_krytyka_interpretacja-r1973-t-n5_(11)-s45-64;article;Diagram, mapa, metafora;Maria Renata Mayenowa;kobieta;Teksty teoria literatury krytyka interpretacja;nr 5 (11);;1973;;;s. 45-64;1945-1989;1970
Teksty_teoria_literatury_krytyka_interpretacja-r1974-t-n2_(14)-s77-85;article;Kobiety i konie;Tadeusz Kłak;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 2 (14);;1974;;;s. 77-85;1945-1989;1970
Teksty_teoria_literatury_krytyka_interpretacja-r1975-t-n6_(24)-s9-22;article;Model komunikacii przekładowej;Jerzy Święch;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 6 (24);;1975;;;s. 9-22;1945-1989;1970
Teksty_teoria_literatury_krytyka_interpretacja-r1976-t-n1_(25)-s117-124;article;"""Podobnie żartował Horacy""";Józef Tomasz Pokrzywniak;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 1 (25);;1976;;;s. 117-124;1945-1989;1970
Teksty_teoria_literatury_krytyka_interpretacja-r1979-t-n2_(44)-s28-51;article;"""Obrazy języka"" w tłumaczeniu prozy powieściowej";Barbara Sienkiewicz;kobieta;Teksty teoria literatury krytyka interpretacja;nr 2 (44);;1979;;;s. 28-51;1945-1989;1970
Teksty_teoria_literatury_krytyka_interpretacja-r1979-t-n2_(44)-s116-131;article;Awangarda w kulturze literackiej międzywojnia;Marek Zaleski;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 2 (44);;1979;;;s. 116-131;1945-1989;1970
Acta_Universitatis_Lodziensis._Folia_Litteraria_Polonica_00000244;article;Humanistyka, zmiana, autobiografia. Studium przypadku osobistego;Iwasiów, Inga;kobieta;Acta Universitatis Lodziensis. Folia Litteraria Polonica;Tom 60 Nr 1 (2021): Przestrzenie życia, przestrzenie komunikacji: między słowem a wirtualnością;;2021;;;15-31;Po 1989;2020
Fabrica_Litterarum_Polono-Italica_00001552;article;Uwięziony w podróży… Adama Zagajewskiego poetyckie obrazy współczesnej Italii;Bodzioch-Bryła, Bogusława;kobieta;Fabrica Litterarum Polono-Italica;Nr 3 (2021): Interferencja;;2021;;;59-77;Po 1989;2020
Forum_Poetyki_00001591;article;„Wszystko jest warte opisania”. Przypadek Jacka Baczaka;Szczęsna, Justyna;kobieta;Forum Poetyki;Nr 19 (2020): zima 2020;;2020;;;63-75;Po 1989;2020
Forum_Poetyki_00001677;article;Znikopis Urszuli Kozioł, czyli arspoetyka jednorazowego użytku;Grądziel-Wójcik, Joanna;kobieta;Forum Poetyki;Nr 7 (2017): zima 2017;;2017;;;58-71;Po 1989;2010
Forum_Poetyki_00001702;article;Kulturowo, lokalnie. Kilka uwag o badaniu literatury polskiej po II wojnie światowej;Galant, Jan;mężczyzna;Forum Poetyki;Nr 10 (2017): jesień 2017;;2017;;;54-65;Po 1989;2010
Góry,_Literatura,_Kultura_00001988;article;Wojciecha Kudyby Gorce Pana;Heck, Dorota;kobieta;Góry, Literatura, Kultura;Tom 12 (2018);;2018;;;351 - 360;Po 1989;2010
Konteksty_Kultury_00002268;article;Świat nie przedstawiony. Felietonistyka Kisiela;Andrzej Hejmej;mężczyzna;Konteksty Kultury;Tom 7;;2011;;;19;Po 1989;2010
Konteksty_Kultury_00002482;article;Przedwczesne informacje o śmierci powieści;Ryszard Koziołek;mężczyzna;Konteksty Kultury;Tom 15 zeszyt 4;;2018;;;454;Po 1989;2010
polona0000009301_0_152-167;;Krytyka realistyczna;Feldman Wilhelm;mężczyzna;Współczesna krytyka literacka w Polsce;;;;1905;;;Młoda Polska;1900
Litteraria_Copernicana_00003174;article;Przywracanie głosu. Lwowska krytyka literacka;Paczoska, Ewa;kobieta;Litteraria Copernicana;Nr 4(20)/ (2016): Profesor. Pamięci Artura Hutnikiewicza;;2016;;;185-191;Po 1989;2010
Narracje_o_Zagładzie_00004273;article;Opowieść a‑ alternatywna. O Patrz pod: Miłość Dawida Grossmana;Przymuszała, Beata;kobieta;Narracje o Zagładzie;Nr 4 (2018): Narracje o Zagładzie 2018, nr 4: Izraelskie narracje o Zagładzie;;2018;;;259-268;Po 1989;2010
Pamiętnik_Literacki_00004418;article;"Holocaust, wzniosłość, ironia : przedstawianie nieprzedstawialnego w ""Umschlagplatzu"" Jarosława Marka";Marzec, Grzegorz;mężczyzna;Pamiętnik Literacki;Pamiętnik Literacki, Z. 1 (2005);;2005;;;;Po 1989;2000
Pamiętnik_Literacki_00005863;article;"W poszukiwaniu tematu tekstu literackiego : propozycje lektury opowiadania Władimira Nabokowa ""Wiosna w Fialcie""";Dobrzyńska, Teresa;kobieta;Pamiętnik Literacki;Pamiętnik Literacki: Z. 2 (1998);;1998;;;;Po 1989;1990
Teksty_teoria_literatury_krytyka_interpretacja-r1972-t-n1-s114-132;article;Anatomia Gombrowicza;Jerzy Jarzębski;mężczyzna;Teksty teoria literatury krytyka interpretacja;nr 1;;1972;;;s. 114-132;1945-1989;1970
polona0000009301_0_168-226;chapter;Krytyka metafizyczna;Feldman Wilhelm;mężczyzna;Współczesna krytyka literacka w Polsce;;;;1905;;;Młoda Polska;1900
polona0000009301_0_227-245;;Krytyka moralistyczna;Feldman Wilhelm;mężczyzna;Współczesna krytyka literacka w Polsce;;;;1905;;;Młoda Polska;1900
polona0000009301_0_246-283;;Krytyka impresyonistyczna i subjektywna;Feldman Wilhelm;mężczyzna;Współczesna krytyka literacka w Polsce;;;;1905;;;Młoda Polska;1900
polona0000009301_0_284-332;;Krytyka historyczno-filologiczna;Feldman Wilhelm;mężczyzna;Współczesna krytyka literacka w Polsce;;;;1905;;;Młoda Polska;1900
polona0000009400_0_19-59;;Henryk Sienkiewicz;Potocki Antoni;mężczyzna;Szkice i wrażenia literackie : (H. Sienkiewicz, Wł. St. Reymont, Ig. Dąbrowski, St. Żeromski, W. Sieroszewski, K. Tetmajer, J. Kasprowicz, Ant. Lange i inni);;;;1903;;;Młoda Polska;1900
polona0000009400_0_60-69;;Wł. St. Reymont;Potocki Antoni;mężczyzna;Szkice i wrażenia literackie : (H. Sienkiewicz, Wł. St. Reymont, Ig. Dąbrowski, St. Żeromski, W. Sieroszewski, K. Tetmajer, J. Kasprowicz, Ant. Lange i inni);;;;1903;;;Młoda Polska;1900
polona0000009400_0_70-80;;Ignacy Dąbrowski;Potocki Antoni;mężczyzna;Szkice i wrażenia literackie : (H. Sienkiewicz, Wł. St. Reymont, Ig. Dąbrowski, St. Żeromski, W. Sieroszewski, K. Tetmajer, J. Kasprowicz, Ant. Lange i inni);;;;1903;;;Młoda Polska;1900
polona0000009400_0_81-91;;Stefan Żeromski;Potocki Antoni;mężczyzna;Szkice i wrażenia literackie : (H. Sienkiewicz, Wł. St. Reymont, Ig. Dąbrowski, St. Żeromski, W. Sieroszewski, K. Tetmajer, J. Kasprowicz, Ant. Lange i inni);;;;1903;;;Młoda Polska;1900
polona0000009401_0_178-204;;Literatura dramatyczna.;Potocki Antoni;mężczyzna;Polska literatura współczesna. Cz. 1, Kult zbiorowości : 1860-1890;;;;1911;;;Młoda Polska;1910
polona0000009501_1_11-89;;Kazimierz Tetmajer;Lorentowicz Jan;mężczyzna;"Młoda Polska. 3, Kazimierz Tetmajer ; Jan Lemański ; Adolf Nowaczyński";;;;[1913];;;Młoda Polska;1910
polona0000009501_1_90-104;;Jan Lemański;Lorentowicz Jan;mężczyzna;"Młoda Polska. 3, Kazimierz Tetmajer ; Jan Lemański ; Adolf Nowaczyński";;;;[1913];;;Młoda Polska;1910
polona0000009501_2_15-118;;Stanisław Przybyszewski;Lorentowicz Jan;mężczyzna;"Młoda Polska. 2, Stanisław Przybyszewski ; Władysław St. Reymont";;;;1909;;;Młoda Polska;1900
polona0000009502_0_11-20;;Reymont w Paryżu;Lorentowicz Jan;mężczyzna;Spojrzenie wstecz;;;;1935;;;Dwudziestolecie międzywojenne;1930
polona0000009502_1_28-42;;Powieść;Lorentowicz Jan;mężczyzna;Historja literatury polskiej : (od roku 1863);;;;1932;;;Dwudziestolecie międzywojenne;1930
polona0000011103_0_19-37;;Stanisław Wyspiański;Wasilewski Zygmunt;mężczyzna;Poeci i teatr : spostrzeżenia;;;;1929;;;Dwudziestolecie międzywojenne;1920
polona0000011500_0_17-31;;Uwodzicielstwo z musu i obłudy;Baczyński Stanisław;mężczyzna;Sztuka walcząca;;;;1923;;;Dwudziestolecie międzywojenne;1920
polona0000011501_0_21-33;;Losy romansu;Baczyński Stanisław;mężczyzna;Losy romansu;;;;1927;;;Dwudziestolecie międzywojenne;1920
polona0000011504_0_17-23;;Krew na Parnasie;Baczyński Stanisław;mężczyzna;Powieść kryminalna;;;;1932;;;Dwudziestolecie międzywojenne;1930
polona0000011505_0_15-26;;Stary i nowy człowiek;Baczyński Stanisław;mężczyzna;Literatura w ZSRR;;;;1932;;;Dwudziestolecie międzywojenne;1930
polona0000011506_0_27-61;;Tło, środowisko;Baczyński Stanisław;mężczyzna;Rzeczywistość i fikcja : (współczesna powieść polska);;;;1939;;;1939-1945;1930
polona0000011700_0_127-152;chapter;O kulturę estetyczną;Pomirowski Leon;mężczyzna;Doktryna a twórczość : rzecz o współczesnej krytyce, najnowszej prozie polskiej i dramacie;;;;1928;;;Dwudziestolecie międzywojenne;1920
